Kpi;From;To;Algorithm;NoOfValues;Result;Orig
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;6.0;7.230993441358025
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;499.0;21.142404388083733;7.230993441358025
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;4.0;7.866180555555555
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;532.0;17.4651732494213;7.866180555555555
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;6.0;5.496066261574074
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;542.0;18.433603519514136;5.496066261574074
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;10.0;6.215495756172839
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;546.0;23.159893408289243;6.215495756172839
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;2.0;3.4316203703703705
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;83.0;17.925462962962964;3.4316203703703705
AvgLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;5.0;5.136023341049383
AvgLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;123.0;6.665487707535122;5.136023341049383
AvgLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;9.0;7.3425613425925915
AvgLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;306.0;9.506785648148147;7.3425613425925915
AvgLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;11.0;7.364873058542414
AvgLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;332.0;11.279931898974866;7.364873058542414
AvgLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;7.0;5.255592058404559
AvgLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;312.0;13.616897921205522;5.255592058404559
AvgLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;6.0;6.507937210648149
AvgLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;372.0;15.56604728349674;6.507937210648149
AvgLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;6.0;7.760504535147393
AvgLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;381.0;16.709510469276093;7.760504535147393
AvgLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;6.0;7.088967637981117
AvgLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;389.0;19.686073308020262;7.088967637981117
AvgLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;10.0;6.237493645606389
AvgLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;414.0;17.73893801035288;6.237493645606389
AvgLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;5.0;6.910598746612466
AvgLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;428.0;17.861836445302927;6.910598746612466
AvgLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;5.0;7.327874734365515
AvgLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;408.0;20.523824041239823;7.327874734365515
AvgLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;6.0;6.6869684000861325
AvgLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;434.0;18.86870445310419;6.6869684000861325
AvgLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;7.0;6.473844866071429
AvgLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;475.0;28.924754655785712;6.473844866071429
AvgLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;9.0;6.717251631754705
AvgLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;380.0;30.33658724781693;6.717251631754705
AvgLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;7.0;6.397665730890467
AvgLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;410.0;25.689831593338308;6.397665730890467
AvgLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;9.0;5.6429642142142145
AvgLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;450.0;30.544473454785976;5.6429642142142145
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;3.0;7.230993441358025
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;392.0;30.698579514733705;7.230993441358025
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;7.0;7.866180555555555
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;419.0;31.206484053497952;7.866180555555555
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;7.0;5.496066261574074
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;407.0;40.24880038126362;5.496066261574074
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;8.0;6.215495756172839
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;411.0;22.047308563125174;6.215495756172839
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;3.0;3.4316203703703705
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;83.0;31.250862268518517;3.4316203703703705
AvgLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;4.0;5.136023341049383
AvgLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;130.0;5.289138176638177;5.136023341049383
AvgLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;4.0;7.3425613425925915
AvgLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;267.0;7.454599922839506;7.3425613425925915
AvgLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;4.0;7.364873058542414
AvgLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;296.0;12.19923450854701;7.364873058542414
AvgLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;4.0;5.255592058404559
AvgLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;265.0;9.687468352141204;5.255592058404559
AvgLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;6.0;6.507937210648149
AvgLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;348.0;14.145083396752918;6.507937210648149
AvgLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;11.0;7.760504535147393
AvgLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;294.0;16.371900848765435;7.760504535147393
AvgLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;2.0;7.088967637981117
AvgLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;351.0;19.79875677910053;7.088967637981117
AvgLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;8.0;6.237493645606389
AvgLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;298.0;17.34304537037037;6.237493645606389
AvgLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;10.0;6.910598746612466
AvgLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;323.0;25.018047528375153;6.910598746612466
AvgLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;5.0;7.327874734365515
AvgLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;342.0;19.76220471643519;7.327874734365515
AvgLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;7.0;6.6869684000861325
AvgLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;360.0;18.280121223196886;6.6869684000861325
AvgLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;10.0;6.473844866071429
AvgLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;325.0;22.8019094051243;6.473844866071429
AvgLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;8.0;6.717251631754705
AvgLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;316.0;21.67948324204487;6.717251631754705
AvgLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;4.0;6.397665730890467
AvgLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;304.0;26.821005608974364;6.397665730890467
AvgLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;0.6256597222222222;5.6429642142142145
AvgLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;349.0;32.12516080246915;5.6429642142142145
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;9.0;7.230993441358025
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;305.0;21.1562131558642;7.230993441358025
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;9.0;7.866180555555555
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;344.0;27.137495816599728;7.866180555555555
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;2.330416666666667;5.496066261574074
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;317.0;27.369415905631666;5.496066261574074
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;7.0;6.215495756172839
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;335.0;38.3601574775533;6.215495756172839
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;4.0;3.4316203703703705
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;56.0;24.681538580246915;3.4316203703703705
AvgLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;4.0;5.136023341049383
AvgLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;153.0;6.8438259863124;5.136023341049383
AvgLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;9.0;7.3425613425925915
AvgLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;352.0;9.289376958689463;7.3425613425925915
AvgLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;7.0;7.364873058542414
AvgLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;369.0;9.219643904320987;7.364873058542414
AvgLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;7.0;5.255592058404559
AvgLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;330.0;12.22868453414352;5.255592058404559
AvgLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;6.0;6.507937210648149
AvgLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;412.0;14.429719065656565;6.507937210648149
AvgLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;1.0195601851851852;7.760504535147393
AvgLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;421.0;16.75168898809524;7.760504535147393
AvgLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;9.0;7.088967637981117
AvgLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;423.0;24.33815599497803;7.088967637981117
AvgLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;1.7486226851851852;6.237493645606389
AvgLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;423.0;26.403010934454183;6.237493645606389
AvgLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;5.0;6.910598746612466
AvgLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;406.0;17.422272603485833;6.910598746612466
AvgLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;11.0;7.327874734365515
AvgLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;460.0;31.06175550991132;7.327874734365515
AvgLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;11.0;6.6869684000861325
AvgLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;421.0;21.19425878361238;6.6869684000861325
AvgLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;6.0;6.473844866071429
AvgLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;498.0;35.52784811253561;6.473844866071429
AvgLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;3.0;6.717251631754705
AvgLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;467.0;21.849283288043484;6.717251631754705
AvgLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;10.0;6.397665730890467
AvgLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;448.0;38.699594907407395;6.397665730890467
AvgLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;5.0;5.6429642142142145
AvgLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;461.0;37.61606990231991;5.6429642142142145
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;5.0;7.230993441358025
AvgLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;411.0;35.173812254489334;7.230993441358025
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;8.0;7.866180555555555
AvgLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;489.0;25.834531673441738;7.866180555555555
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;4.0;5.496066261574074
AvgLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;452.0;41.146073977623466;5.496066261574074
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;9.0;6.215495756172839
AvgLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;450.0;36.64293906810037;6.215495756172839
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;1.4991666666666668;3.4316203703703705
AvgLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;69.0;40.52761316872429;3.4316203703703705
MaxLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;8.0;7.593472222222222
MaxLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;204.0;17.215694444444445;7.593472222222222
MaxLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;23.0;22.125
MaxLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;454.0;42.60987268518519;22.125
MaxLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;9.0;27.458784722222223
MaxLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;490.0;67.08241898148148;27.458784722222223
MaxLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;9.0;10.49619212962963
MaxLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;475.0;99.84878472222222;10.49619212962963
MaxLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;25.0;22.79939814814815
MaxLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;549.0;96.88387731481481;22.79939814814815
MaxLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;-4.0;35.895833333333336
MaxLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;553.0;139.71599537037036;35.895833333333336
MaxLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;25.0;35.55356481481481
MaxLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;586.0;176.53390046296298;35.55356481481481
MaxLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;16.0;20.07459490740741
MaxLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;571.0;198.66505787037036;20.07459490740741
MaxLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;13.0;18.958333333333332
MaxLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;621.0;251.11552083333333;18.958333333333332
MaxLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;40.0;32.78542824074074
MaxLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;607.0;251.59594907407407;32.78542824074074
MaxLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;26.0;21.90851851851852
MaxLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;601.0;316.33787037037035;21.90851851851852
MaxLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;PaPPI;89.0;13.0;17.61914351851852
MaxLengthOfStay;2014-10-01T00:00:00.000+02:00;2014-10-31T23:59:59.999+01:00;Priepel;607.0;324.10489583333333;17.61914351851852
MaxLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;PaPPI;94.0;35.0;52.324189814814815
MaxLengthOfStay;2014-11-01T00:00:00.000+01:00;2014-11-30T23:59:59.999+01:00;Priepel;567.0;336.9708796296296;52.324189814814815
MaxLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;PaPPI;69.0;20.0;28.958333333333332
MaxLengthOfStay;2014-12-01T00:00:00.000+01:00;2014-12-31T23:59:59.999+01:00;Priepel;603.0;360.44650462962966;28.958333333333332
MaxLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;PaPPI;57.0;28.0;24.63693287037037
MaxLengthOfStay;2015-01-01T00:00:00.000+01:00;2015-01-31T23:59:59.999+01:00;Priepel;575.0;336.4593865740741;24.63693287037037
MaxLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;PaPPI;43.0;27.0;27.82417824074074
MaxLengthOfStay;2015-02-01T00:00:00.000+01:00;2015-02-28T23:59:59.999+01:00;Priepel;565.0;402.3787615740741;27.82417824074074
MaxLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;PaPPI;9.0;1.0;12.017175925925926
MaxLengthOfStay;2015-03-01T00:00:00.000+01:00;2015-03-31T23:59:59.999+02:00;Priepel;585.0;403.37219907407405;12.017175925925926
MaxLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;PaPPI;8.0;8.0;13.125
MaxLengthOfStay;2015-04-01T00:00:00.000+02:00;2015-04-30T23:59:59.999+02:00;Priepel;588.0;491.3189814814815;13.125
MaxLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;PaPPI;6.0;14.0;14.8690625
MaxLengthOfStay;2015-05-01T00:00:00.000+02:00;2015-05-31T23:59:59.999+02:00;Priepel;623.0;457.470625;14.8690625
MaxLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;PaPPI;2.0;5.0;5.364074074074074
MaxLengthOfStay;2015-06-01T00:00:00.000+02:00;2015-06-30T23:59:59.999+02:00;Priepel;85.0;301.88793981481484;5.364074074074074
MaxLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;PaPPI;21.0;7.0;7.593472222222222
MaxLengthOfStay;2013-11-01T00:00:00.000+01:00;2013-11-30T23:59:59.999+01:00;Priepel;115.0;17.380983796296295;7.593472222222222
MaxLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;PaPPI;26.0;5.0;22.125
MaxLengthOfStay;2013-12-01T00:00:00.000+01:00;2013-12-31T23:59:59.999+01:00;Priepel;226.0;34.09540509259259;22.125
MaxLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;PaPPI;47.0;16.0;27.458784722222223
MaxLengthOfStay;2014-01-01T00:00:00.000+01:00;2014-01-31T23:59:59.999+01:00;Priepel;269.0;27.82417824074074;27.458784722222223
MaxLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;PaPPI;56.0;7.0;10.49619212962963
MaxLengthOfStay;2014-02-01T00:00:00.000+01:00;2014-02-28T23:59:59.999+01:00;Priepel;226.0;33.031793981481485;10.49619212962963
MaxLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;PaPPI;68.0;25.0;22.79939814814815
MaxLengthOfStay;2014-03-01T00:00:00.000+01:00;2014-03-31T23:59:59.999+02:00;Priepel;258.0;94.75885416666667;22.79939814814815
MaxLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;PaPPI;75.0;31.0;35.895833333333336
MaxLengthOfStay;2014-04-01T00:00:00.000+02:00;2014-04-30T23:59:59.999+02:00;Priepel;245.0;142.71762731481482;35.895833333333336
MaxLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;PaPPI;91.0;42.0;35.55356481481481
MaxLengthOfStay;2014-05-01T00:00:00.000+02:00;2014-05-31T23:59:59.999+02:00;Priepel;265.0;94.26668981481481;35.55356481481481
MaxLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;PaPPI;75.0;22.0;20.07459490740741
MaxLengthOfStay;2014-06-01T00:00:00.000+02:00;2014-06-30T23:59:59.999+02:00;Priepel;304.0;127.3115162037037;20.07459490740741
MaxLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;PaPPI;62.0;13.0;18.958333333333332
MaxLengthOfStay;2014-07-01T00:00:00.000+02:00;2014-07-31T23:59:59.999+02:00;Priepel;303.0;227.82181712962964;18.958333333333332
MaxLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;PaPPI;81.0;35.0;32.78542824074074
MaxLengthOfStay;2014-08-01T00:00:00.000+02:00;2014-08-31T23:59:59.999+02:00;Priepel;292.0;253.36444444444444;32.78542824074074
MaxLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;PaPPI;71.0;26.0;21.90851851851852
MaxLengthOfStay;2014-09-01T00:00:00.000+02:00;2014-09-30T23:59:59.999+02:00;Priepel;324.0;218.9268287037037;21.90851851851852
